,Id,Elderly_ratio,Median_age,White_ratio,Black_ratio,Asian_ratio,Others_ratio,commute_up60min_ratio,Noschooling_ratio,Master_ratio,Spanish_lan_ratio,Europe_lan_ratio,Asian_lan_ratio,Other_lan_ratio,Median_income,Social_security_income_ratio,Unemplyed_ratio,Vacant_ratio,Householders,Hoseholders_Ratio,White_household_ratio,Black_household_ratio,Asian_household_ratio,Household_15_34_ratio,Household_35_64_ratio,Household_65over_ratio,gas_ratio,LPgas_ratio,Electricity_ratio,FuelOil_ratio,Coal_ratio,Wood_ratio,Solar_ratio,Otherfuel_ratio,Nofuelused_ratio,Median_contract_rent,Per_capita_income,BG,BBL,Full_Address,normalized_gap
1700,1500000US360610118001,9.2,38.1,83.23,2.37,14.4,0.0,0.0,0.0,15.75,0.0,2.16,0.0,0.0,143083,7.17,0.0,9.44,835.0,56.46,86.23,4.19,11.38,41.46,50.8,7.74,52.93,0.0,29.58,9.22,0.0,0.0,0.0,6.11,2.16,2000,105655.0,360610118001,1014210021.0,"238 EAST 67 STREET New York, NY 10065",-0.015015015015
1701,1500000US360610118001,9.2,38.1,83.23,2.37,14.4,0.0,0.0,0.0,15.75,0.0,2.16,0.0,0.0,143083,7.17,0.0,9.44,835.0,56.46,86.23,4.19,11.38,41.46,50.8,7.74,52.93,0.0,29.58,9.22,0.0,0.0,0.0,6.11,2.16,2000,105655.0,360610118001,1014210005.0,"219 EAST 66 STREET New York, NY 10065",-0.032
1702,1500000US360610118003,17.66,42.5,100.0,0.0,0.0,0.0,3.67,0.0,9.32,0.0,0.0,0.0,0.0,96466,9.04,0.0,22.5,410.0,57.91,100.0,0.0,2.68,14.07,66.75,19.18,36.59,0.0,24.15,18.05,0.0,0.0,0.0,21.22,0.0,2000,100661.0,360610118003,1014220019.0,"229 EAST 67 STREET New York, NY 10065",0.0
1703,1500000US360610118003,17.66,42.5,100.0,0.0,0.0,0.0,3.67,0.0,9.32,0.0,0.0,0.0,0.0,96466,9.04,0.0,22.5,410.0,57.91,100.0,0.0,2.68,14.07,66.75,19.18,36.59,0.0,24.15,18.05,0.0,0.0,0.0,21.22,0.0,2000,100661.0,360610118003,1014220002.0,"1153 3 AVENUE New York, NY 10065",-0.0545454545455
1704,1500000US360610118003,17.66,42.5,100.0,0.0,0.0,0.0,3.67,0.0,9.32,0.0,0.0,0.0,0.0,96466,9.04,0.0,22.5,410.0,57.91,100.0,0.0,2.68,14.07,66.75,19.18,36.59,0.0,24.15,18.05,0.0,0.0,0.0,21.22,0.0,2000,100661.0,360610118003,1014220002.0,"1155 THIRD AVENUE New York, NY 10065",0.0181818181818
1705,1500000US360610118004,17.42,39.7,86.71,0.0,12.11,1.18,3.78,0.0,20.73,0.0,0.0,0.0,0.0,95950,12.05,2.78,10.49,947.0,55.94,86.17,0.0,8.55,46.22,36.2,17.57,43.93,0.0,20.27,30.94,0.0,0.0,0.0,2.22,2.64,1574,122303.0,360610118004,1014430122.0,"357 EAST 68 STREET New York, NY 10065",-0.15
1706,1500000US360610118004,17.42,39.7,86.71,0.0,12.11,1.18,3.78,0.0,20.73,0.0,0.0,0.0,0.0,95950,12.05,2.78,10.49,947.0,55.94,86.17,0.0,8.55,46.22,36.2,17.57,43.93,0.0,20.27,30.94,0.0,0.0,0.0,2.22,2.64,1574,122303.0,360610118004,1014430025.0,"1269 1 AVENUE New York, NY 10065",0.0
1707,1500000US360610118004,17.42,39.7,86.71,0.0,12.11,1.18,3.78,0.0,20.73,0.0,0.0,0.0,0.0,95950,12.05,2.78,10.49,947.0,55.94,86.17,0.0,8.55,46.22,36.2,17.57,43.93,0.0,20.27,30.94,0.0,0.0,0.0,2.22,2.64,1574,122303.0,360610118004,1014417501.0,"1260 2 AVENUE New York, NY 10065",-0.0150753768844
1708,1500000US360610118004,17.42,39.7,86.71,0.0,12.11,1.18,3.78,0.0,20.73,0.0,0.0,0.0,0.0,95950,12.05,2.78,10.49,947.0,55.94,86.17,0.0,8.55,46.22,36.2,17.57,43.93,0.0,20.27,30.94,0.0,0.0,0.0,2.22,2.64,1574,122303.0,360610118004,1014430030.0,"1279 1 AVENUE New York, NY 10065",0.0
1709,1500000US360610118004,17.42,39.7,86.71,0.0,12.11,1.18,3.78,0.0,20.73,0.0,0.0,0.0,0.0,95950,12.05,2.78,10.49,947.0,55.94,86.17,0.0,8.55,46.22,36.2,17.57,43.93,0.0,20.27,30.94,0.0,0.0,0.0,2.22,2.64,1574,122303.0,360610118004,1014410023.0,"1225 1 AVENUE New York, NY 10065",-2.44444444444
1710,1500000US360610118004,17.42,39.7,86.71,0.0,12.11,1.18,3.78,0.0,20.73,0.0,0.0,0.0,0.0,95950,12.05,2.78,10.49,947.0,55.94,86.17,0.0,8.55,46.22,36.2,17.57,43.93,0.0,20.27,30.94,0.0,0.0,0.0,2.22,2.64,1574,122303.0,360610118004,1014410014.0,"321 EAST 66 STREET New York, NY 10065",0.0666666666667
1711,1500000US360610118004,17.42,39.7,86.71,0.0,12.11,1.18,3.78,0.0,20.73,0.0,0.0,0.0,0.0,95950,12.05,2.78,10.49,947.0,55.94,86.17,0.0,8.55,46.22,36.2,17.57,43.93,0.0,20.27,30.94,0.0,0.0,0.0,2.22,2.64,1574,122303.0,360610118004,1014410025.0,"1229 1 AVENUE New York, NY 10065",-0.214285714286
1712,1500000US360610118005,22.73,29.9,76.6,0.34,23.07,0.0,4.93,0.0,16.24,0.0,0.0,6.49,0.0,42132,18.81,8.73,30.07,514.0,57.56,77.04,0.0,20.62,50.82,13.05,36.13,57.0,6.23,9.92,26.85,0.0,0.0,0.0,0.0,0.0,1233,45315.0,360610118005,1014400023.0,"1205 1 AVENUE New York, NY 10065",-0.0869565217391
1713,1500000US360610118005,22.73,29.9,76.6,0.34,23.07,0.0,4.93,0.0,16.24,0.0,0.0,6.49,0.0,42132,18.81,8.73,30.07,514.0,57.56,77.04,0.0,20.62,50.82,13.05,36.13,57.0,6.23,9.92,26.85,0.0,0.0,0.0,0.0,0.0,1233,45315.0,360610118005,1014400019.0,"341 EAST 65 STREET New York, NY 10065",-0.2
1714,1500000US360610118005,22.73,29.9,76.6,0.34,23.07,0.0,4.93,0.0,16.24,0.0,0.0,6.49,0.0,42132,18.81,8.73,30.07,514.0,57.56,77.04,0.0,20.62,50.82,13.05,36.13,57.0,6.23,9.92,26.85,0.0,0.0,0.0,0.0,0.0,1233,45315.0,360610118005,1014400021.0,"345 EAST 65 STREET New York, NY 10065",0.05
1715,1500000US360610118006,6.94,33.8,89.15,0.0,6.94,3.91,0.0,0.0,16.74,0.0,0.0,0.0,0.0,104786,6.18,2.68,15.14,796.0,46.44,83.79,0.0,6.66,51.18,42.23,6.59,43.97,1.63,30.65,18.59,0.0,0.0,0.0,5.15,0.0,2000,122789.0,360610118006,1014390034.0,"344 EAST 65 STREET New York, NY 10065",0.25
1716,1500000US360610118006,6.94,33.8,89.15,0.0,6.94,3.91,0.0,0.0,16.74,0.0,0.0,0.0,0.0,104786,6.18,2.68,15.14,796.0,46.44,83.79,0.0,6.66,51.18,42.23,6.59,43.97,1.63,30.65,18.59,0.0,0.0,0.0,5.15,0.0,2000,122789.0,360610118006,1014390030.0,"1199 1 AVENUE New York, NY 10065",0.0251572327044
1717,1500000US360610118007,46.16,60.4,100.0,0.0,0.0,0.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,110333,14.0,6.06,14.95,404.0,54.37,100.0,0.0,2.72,21.96,31.42,46.62,52.97,0.0,35.64,3.71,3.71,0.0,0.0,0.0,3.96,2000,106165.0,360610118007,1014207501.0,"1111 3 AVENUE New York, NY 10065",0.0423892100193
1718,1500000US360610119001,69.21,69.7,46.52,40.9,3.82,8.76,0.0,3.6,3.6,12.58,2.7,0.0,0.0,13047,51.91,0.0,12.39,410.0,92.13,44.15,44.39,2.93,1.95,22.93,75.12,13.9,0.0,11.71,68.29,0.0,0.0,0.0,2.2,3.9,242,16190.0,360610119001,1009980052.0,"140 WEST 46 STREET New York, NY 10036",0.25
1719,1500000US360610119001,69.21,69.7,46.52,40.9,3.82,8.76,0.0,3.6,3.6,12.58,2.7,0.0,0.0,13047,51.91,0.0,12.39,410.0,92.13,44.15,44.39,2.93,1.95,22.93,75.12,13.9,0.0,11.71,68.29,0.0,0.0,0.0,2.2,3.9,242,16190.0,360610119001,1009960054.0,"152 WEST 44 STREET New York, NY 10036",0.25
1720,1500000US360610120001,41.67,58.9,97.29,0.0,2.71,0.0,4.38,0.0,10.21,0.0,0.0,0.0,0.0,118015,29.38,0.0,41.67,301.0,62.71,95.68,0.0,6.64,61.48,17.78,20.74,51.83,0.0,16.61,17.61,0.0,0.0,0.0,13.95,0.0,2000,131724.0,360610120001,1014027501.0,"1156 3 AVENUE New York, NY 10065",0.0
1721,1500000US360610120002,32.43,47.7,87.86,0.0,7.03,5.11,0.0,0.0,21.88,0.0,0.0,1.92,1.92,107672,25.72,0.0,28.82,410.0,65.5,81.46,0.0,9.51,55.0,45.0,0.0,37.8,0.0,34.15,17.32,0.0,0.0,0.0,7.8,2.93,1976,108433.0,360610120002,1013990123.0,"159 EAST 64 STREET New York, NY 10065",-1.0
1722,1500000US360610120003,15.66,38.2,100.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,185673,8.82,6.18,33.27,369.0,48.55,100.0,0.0,2.98,26.6,58.51,14.89,76.96,0.0,3.79,19.24,0.0,0.0,0.0,0.0,0.0,2000,132191.0,360610120003,1014000057.0,"882 LEXINGTON AVENUE New York, NY 10065",0.0
1723,1500000US360610120004,44.07,59.2,88.56,3.04,8.4,0.0,0.0,0.0,14.19,0.0,0.0,0.0,0.0,157978,26.91,0.78,30.85,677.0,47.81,94.68,0.0,6.94,23.85,40.77,35.38,41.8,0.0,25.85,28.8,0.0,0.0,0.0,3.55,0.0,2000,129867.0,360610120004,1014040051.0,"961 LEXINGTON AVENUE New York, NY 10021",-1.6
1724,1500000US360610121001,2.47,34.5,57.63,13.32,26.85,2.2,2.47,0.2,11.66,0.0,1.0,0.93,0.0,94299,2.47,1.4,29.97,846.0,56.36,57.8,7.68,20.45,44.53,50.97,4.5,42.2,2.72,23.4,22.46,0.0,0.0,0.0,4.73,4.49,2000,70467.0,360610121001,1010330019.0,"325 WEST 42 STREET New York, NY 10036",0.25
1725,1500000US360610121001,2.47,34.5,57.63,13.32,26.85,2.2,2.47,0.2,11.66,0.0,1.0,0.93,0.0,94299,2.47,1.4,29.97,846.0,56.36,57.8,7.68,20.45,44.53,50.97,4.5,42.2,2.72,23.4,22.46,0.0,0.0,0.0,4.73,4.49,2000,70467.0,360610121001,1010340046.0,"328 WEST 44 STREET New York, NY 10036",0.0857142857143
1726,1500000US360610121001,2.47,34.5,57.63,13.32,26.85,2.2,2.47,0.2,11.66,0.0,1.0,0.93,0.0,94299,2.47,1.4,29.97,846.0,56.36,57.8,7.68,20.45,44.53,50.97,4.5,42.2,2.72,23.4,22.46,0.0,0.0,0.0,4.73,4.49,2000,70467.0,360610121001,1010340009.0,"335 WEST 43 STREET New York, NY 10036",-0.266666666667
1727,1500000US360610121001,2.47,34.5,57.63,13.32,26.85,2.2,2.47,0.2,11.66,0.0,1.0,0.93,0.0,94299,2.47,1.4,29.97,846.0,56.36,57.8,7.68,20.45,44.53,50.97,4.5,42.2,2.72,23.4,22.46,0.0,0.0,0.0,4.73,4.49,2000,70467.0,360610121001,1010340027.0,"309 WEST 43 STREET New York, NY 10036",-0.2
1728,1500000US360610121001,2.47,34.5,57.63,13.32,26.85,2.2,2.47,0.2,11.66,0.0,1.0,0.93,0.0,94299,2.47,1.4,29.97,846.0,56.36,57.8,7.68,20.45,44.53,50.97,4.5,42.2,2.72,23.4,22.46,0.0,0.0,0.0,4.73,4.49,2000,70467.0,360610121001,1010330001.0,"356 WEST 43 STREET New York, NY 10036",0.0
1729,1500000US360610121001,2.47,34.5,57.63,13.32,26.85,2.2,2.47,0.2,11.66,0.0,1.0,0.93,0.0,94299,2.47,1.4,29.97,846.0,56.36,57.8,7.68,20.45,44.53,50.97,4.5,42.2,2.72,23.4,22.46,0.0,0.0,0.0,4.73,4.49,2000,70467.0,360610121001,1010340007.0,"337 WEST 43 STREET New York, NY 10036",0.0416666666667
1730,1500000US360610121001,2.47,34.5,57.63,13.32,26.85,2.2,2.47,0.2,11.66,0.0,1.0,0.93,0.0,94299,2.47,1.4,29.97,846.0,56.36,57.8,7.68,20.45,44.53,50.97,4.5,42.2,2.72,23.4,22.46,0.0,0.0,0.0,4.73,4.49,2000,70467.0,360610121001,1010330021.0,"321 WEST 42 STREET New York, NY 10036",2.33333333333
1731,1500000US360610121002,27.17,58.1,85.62,8.01,1.06,5.31,0.72,0.0,14.91,1.37,0.0,0.0,1.29,29904,30.78,7.51,0.0,1743.0,66.15,82.33,11.02,0.63,0.52,64.56,34.92,8.15,0.92,76.88,6.94,0.0,0.0,0.0,0.0,7.11,845,36868.0,360610121002,1010520001.0,"401 WEST 42 STREET New York, NY 10036",0.000592066311427
1732,1500000US360610121003,6.16,32.4,82.63,3.78,10.36,3.22,12.89,0.0,23.95,0.0,0.0,0.0,0.0,101160,6.16,9.24,0.0,502.0,70.31,80.88,5.38,10.16,48.55,44.99,6.46,52.59,0.0,24.3,12.75,0.0,0.0,0.0,0.0,10.36,1718,76035.0,360610121003,1010530029.0,"607 9 AVENUE New York, NY 10036",-1.69230769231
1733,1500000US360610121003,6.16,32.4,82.63,3.78,10.36,3.22,12.89,0.0,23.95,0.0,0.0,0.0,0.0,101160,6.16,9.24,0.0,502.0,70.31,80.88,5.38,10.16,48.55,44.99,6.46,52.59,0.0,24.3,12.75,0.0,0.0,0.0,0.0,10.36,1718,76035.0,360610121003,1010530001.0,"596 10 AVENUE New York, NY 10036",-1.13333333333
1734,1500000US360610121003,6.16,32.4,82.63,3.78,10.36,3.22,12.89,0.0,23.95,0.0,0.0,0.0,0.0,101160,6.16,9.24,0.0,502.0,70.31,80.88,5.38,10.16,48.55,44.99,6.46,52.59,0.0,24.3,12.75,0.0,0.0,0.0,0.0,10.36,1718,76035.0,360610121003,1010530023.0,"417 WEST 43 STREET New York, NY 10036",0.138888888889
1735,1500000US360610121003,6.16,32.4,82.63,3.78,10.36,3.22,12.89,0.0,23.95,0.0,0.0,0.0,0.0,101160,6.16,9.24,0.0,502.0,70.31,80.88,5.38,10.16,48.55,44.99,6.46,52.59,0.0,24.3,12.75,0.0,0.0,0.0,0.0,10.36,1718,76035.0,360610121003,1010530018.0,"433 WEST 43 STREET New York, NY 10036",0.0
1736,1500000US360610121004,6.48,32.1,94.44,0.0,2.88,2.67,5.66,0.0,12.14,3.5,11.21,0.0,0.0,66920,6.48,8.23,17.37,571.0,58.74,95.1,0.0,8.41,35.74,55.96,8.3,41.33,0.0,28.02,30.65,0.0,0.0,0.0,0.0,0.0,2000,46244.0,360610121004,1010540053.0,"438 WEST 45 STREET New York, NY 10036",0.142857142857
1737,1500000US360610121004,6.48,32.1,94.44,0.0,2.88,2.67,5.66,0.0,12.14,3.5,11.21,0.0,0.0,66920,6.48,8.23,17.37,571.0,58.74,95.1,0.0,8.41,35.74,55.96,8.3,41.33,0.0,28.02,30.65,0.0,0.0,0.0,0.0,0.0,2000,46244.0,360610121004,1010540007.0,"451 WEST 44 STREET New York, NY 10036",0.0571428571429
1738,1500000US360610121004,6.48,32.1,94.44,0.0,2.88,2.67,5.66,0.0,12.14,3.5,11.21,0.0,0.0,66920,6.48,8.23,17.37,571.0,58.74,95.1,0.0,8.41,35.74,55.96,8.3,41.33,0.0,28.02,30.65,0.0,0.0,0.0,0.0,0.0,2000,46244.0,360610121004,1010540029.0,"623 9 AVENUE New York, NY 10036",-0.714285714286
1739,1500000US360610121004,6.48,32.1,94.44,0.0,2.88,2.67,5.66,0.0,12.14,3.5,11.21,0.0,0.0,66920,6.48,8.23,17.37,571.0,58.74,95.1,0.0,8.41,35.74,55.96,8.3,41.33,0.0,28.02,30.65,0.0,0.0,0.0,0.0,0.0,2000,46244.0,360610121004,1010350006.0,"351 WEST 44 STREET New York, NY 10036",-0.0379746835443
1740,1500000US360610121004,6.48,32.1,94.44,0.0,2.88,2.67,5.66,0.0,12.14,3.5,11.21,0.0,0.0,66920,6.48,8.23,17.37,571.0,58.74,95.1,0.0,8.41,35.74,55.96,8.3,41.33,0.0,28.02,30.65,0.0,0.0,0.0,0.0,0.0,2000,46244.0,360610121004,1010540034.0,"635 9 AVENUE New York, NY 10036",0.25
1741,1500000US360610121004,6.48,32.1,94.44,0.0,2.88,2.67,5.66,0.0,12.14,3.5,11.21,0.0,0.0,66920,6.48,8.23,17.37,571.0,58.74,95.1,0.0,8.41,35.74,55.96,8.3,41.33,0.0,28.02,30.65,0.0,0.0,0.0,0.0,0.0,2000,46244.0,360610121004,1010540032.0,"631 9 AVENUE New York, NY 10036",0.125
1742,1500000US360610121004,6.48,32.1,94.44,0.0,2.88,2.67,5.66,0.0,12.14,3.5,11.21,0.0,0.0,66920,6.48,8.23,17.37,571.0,58.74,95.1,0.0,8.41,35.74,55.96,8.3,41.33,0.0,28.02,30.65,0.0,0.0,0.0,0.0,0.0,2000,46244.0,360610121004,1010540111.0,"443 WEST 44 STREET New York, NY 10036",0.0
1743,1500000US360610121004,6.48,32.1,94.44,0.0,2.88,2.67,5.66,0.0,12.14,3.5,11.21,0.0,0.0,66920,6.48,8.23,17.37,571.0,58.74,95.1,0.0,8.41,35.74,55.96,8.3,41.33,0.0,28.02,30.65,0.0,0.0,0.0,0.0,0.0,2000,46244.0,360610121004,1010350060.0,"360 WEST 45 STREET New York, NY 10036",0.0921052631579
1744,1500000US360610121004,6.48,32.1,94.44,0.0,2.88,2.67,5.66,0.0,12.14,3.5,11.21,0.0,0.0,66920,6.48,8.23,17.37,571.0,58.74,95.1,0.0,8.41,35.74,55.96,8.3,41.33,0.0,28.02,30.65,0.0,0.0,0.0,0.0,0.0,2000,46244.0,360610121004,1010540054.0,"440 WEST 45 STREET New York, NY 10036",0.266666666667
1745,1500000US360610121004,6.48,32.1,94.44,0.0,2.88,2.67,5.66,0.0,12.14,3.5,11.21,0.0,0.0,66920,6.48,8.23,17.37,571.0,58.74,95.1,0.0,8.41,35.74,55.96,8.3,41.33,0.0,28.02,30.65,0.0,0.0,0.0,0.0,0.0,2000,46244.0,360610121004,1010540001.0,"614 10 AVENUE New York, NY 10036",0.766666666667
1746,1500000US360610121005,15.04,40.9,78.74,4.28,5.41,11.56,4.08,2.81,2.67,2.87,0.0,0.0,0.0,61897,16.51,2.81,8.46,725.0,48.46,75.86,5.38,17.38,17.85,57.96,24.19,27.17,0.0,19.45,48.41,0.0,0.0,0.0,3.45,1.52,1063,46076.0,360610121005,1010360005.0,"351 WEST 45 STREET New York, NY 10036",2.5625
1747,1500000US360610121005,15.04,40.9,78.74,4.28,5.41,11.56,4.08,2.81,2.67,2.87,0.0,0.0,0.0,61897,16.51,2.81,8.46,725.0,48.46,75.86,5.38,17.38,17.85,57.96,24.19,27.17,0.0,19.45,48.41,0.0,0.0,0.0,3.45,1.52,1063,46076.0,360610121005,1010360005.0,"353 WEST 45 STREET New York, NY 10036",1.65
1748,1500000US360610121005,15.04,40.9,78.74,4.28,5.41,11.56,4.08,2.81,2.67,2.87,0.0,0.0,0.0,61897,16.51,2.81,8.46,725.0,48.46,75.86,5.38,17.38,17.85,57.96,24.19,27.17,0.0,19.45,48.41,0.0,0.0,0.0,3.45,1.52,1063,46076.0,360610121005,1010360005.0,"355 WEST 45 STREET New York, NY 10036",0.725
1749,1500000US360610121005,15.04,40.9,78.74,4.28,5.41,11.56,4.08,2.81,2.67,2.87,0.0,0.0,0.0,61897,16.51,2.81,8.46,725.0,48.46,75.86,5.38,17.38,17.85,57.96,24.19,27.17,0.0,19.45,48.41,0.0,0.0,0.0,3.45,1.52,1063,46076.0,360610121005,1010360005.0,"357 WEST 45 STREET New York, NY 10036",0.325
1750,1500000US360610121005,15.04,40.9,78.74,4.28,5.41,11.56,4.08,2.81,2.67,2.87,0.0,0.0,0.0,61897,16.51,2.81,8.46,725.0,48.46,75.86,5.38,17.38,17.85,57.96,24.19,27.17,0.0,19.45,48.41,0.0,0.0,0.0,3.45,1.52,1063,46076.0,360610121005,1010360004.0,"648 9 AVENUE New York, NY 10036",-0.0555555555556
1751,1500000US360610121005,15.04,40.9,78.74,4.28,5.41,11.56,4.08,2.81,2.67,2.87,0.0,0.0,0.0,61897,16.51,2.81,8.46,725.0,48.46,75.86,5.38,17.38,17.85,57.96,24.19,27.17,0.0,19.45,48.41,0.0,0.0,0.0,3.45,1.52,1063,46076.0,360610121005,1010360054.0,"352 WEST 46 STREET New York, NY 10036",0.633333333333
1752,1500000US360610121005,15.04,40.9,78.74,4.28,5.41,11.56,4.08,2.81,2.67,2.87,0.0,0.0,0.0,61897,16.51,2.81,8.46,725.0,48.46,75.86,5.38,17.38,17.85,57.96,24.19,27.17,0.0,19.45,48.41,0.0,0.0,0.0,3.45,1.52,1063,46076.0,360610121005,1010360063.0,"650 9 AVENUE New York, NY 10036",2.5
1753,1500000US360610121005,15.04,40.9,78.74,4.28,5.41,11.56,4.08,2.81,2.67,2.87,0.0,0.0,0.0,61897,16.51,2.81,8.46,725.0,48.46,75.86,5.38,17.38,17.85,57.96,24.19,27.17,0.0,19.45,48.41,0.0,0.0,0.0,3.45,1.52,1063,46076.0,360610121005,1010360142.0,"322 WEST 46 STREET New York, NY 10036",0.0
1754,1500000US360610121005,15.04,40.9,78.74,4.28,5.41,11.56,4.08,2.81,2.67,2.87,0.0,0.0,0.0,61897,16.51,2.81,8.46,725.0,48.46,75.86,5.38,17.38,17.85,57.96,24.19,27.17,0.0,19.45,48.41,0.0,0.0,0.0,3.45,1.52,1063,46076.0,360610121005,1010360002.0,"644 9 AVENUE New York, NY 10036",-0.333333333333
1755,1500000US360610121005,15.04,40.9,78.74,4.28,5.41,11.56,4.08,2.81,2.67,2.87,0.0,0.0,0.0,61897,16.51,2.81,8.46,725.0,48.46,75.86,5.38,17.38,17.85,57.96,24.19,27.17,0.0,19.45,48.41,0.0,0.0,0.0,3.45,1.52,1063,46076.0,360610121005,1010360028.0,"305 WEST 45 STREET New York, NY 10036",0.0823529411765
1756,1500000US360610121005,15.04,40.9,78.74,4.28,5.41,11.56,4.08,2.81,2.67,2.87,0.0,0.0,0.0,61897,16.51,2.81,8.46,725.0,48.46,75.86,5.38,17.38,17.85,57.96,24.19,27.17,0.0,19.45,48.41,0.0,0.0,0.0,3.45,1.52,1063,46076.0,360610121005,1010360149.0,"338 WEST 46 STREET New York, NY 10036",3.33333333333
1757,1500000US360610121006,5.57,35.8,72.89,0.0,24.33,2.78,3.51,0.0,19.38,0.0,0.0,11.34,0.0,81525,6.19,7.11,21.54,641.0,66.08,75.66,0.0,17.47,68.12,31.88,0.0,34.79,6.24,12.17,39.63,0.0,0.0,0.0,0.0,7.18,1446,67432.0,360610121006,1010550056.0,"446 WEST 46 STREET New York, NY 10036",-0.176470588235
1758,1500000US360610121006,5.57,35.8,72.89,0.0,24.33,2.78,3.51,0.0,19.38,0.0,0.0,11.34,0.0,81525,6.19,7.11,21.54,641.0,66.08,75.66,0.0,17.47,68.12,31.88,0.0,34.79,6.24,12.17,39.63,0.0,0.0,0.0,0.0,7.18,1446,67432.0,360610121006,1010550064.0,"644 10 AVENUE New York, NY 10036",-0.5
1759,1500000US360610121006,5.57,35.8,72.89,0.0,24.33,2.78,3.51,0.0,19.38,0.0,0.0,11.34,0.0,81525,6.19,7.11,21.54,641.0,66.08,75.66,0.0,17.47,68.12,31.88,0.0,34.79,6.24,12.17,39.63,0.0,0.0,0.0,0.0,7.18,1446,67432.0,360610121006,1010550029.0,"643 9 AVENUE New York, NY 10036",0.0526315789474
1760,1500000US360610121006,5.57,35.8,72.89,0.0,24.33,2.78,3.51,0.0,19.38,0.0,0.0,11.34,0.0,81525,6.19,7.11,21.54,641.0,66.08,75.66,0.0,17.47,68.12,31.88,0.0,34.79,6.24,12.17,39.63,0.0,0.0,0.0,0.0,7.18,1446,67432.0,360610121006,1010550041.0,"412 WEST 46 STREET New York, NY 10036",-5.1875
1761,1500000US360610121006,5.57,35.8,72.89,0.0,24.33,2.78,3.51,0.0,19.38,0.0,0.0,11.34,0.0,81525,6.19,7.11,21.54,641.0,66.08,75.66,0.0,17.47,68.12,31.88,0.0,34.79,6.24,12.17,39.63,0.0,0.0,0.0,0.0,7.18,1446,67432.0,360610121006,1010550026.0,"411 WEST 45 STREET New York, NY 10036",-0.444444444444
1762,1500000US360610121006,5.57,35.8,72.89,0.0,24.33,2.78,3.51,0.0,19.38,0.0,0.0,11.34,0.0,81525,6.19,7.11,21.54,641.0,66.08,75.66,0.0,17.47,68.12,31.88,0.0,34.79,6.24,12.17,39.63,0.0,0.0,0.0,0.0,7.18,1446,67432.0,360610121006,1010550050.0,"430 WEST 46 STREET New York, NY 10036",-0.375
1763,1500000US360610121006,5.57,35.8,72.89,0.0,24.33,2.78,3.51,0.0,19.38,0.0,0.0,11.34,0.0,81525,6.19,7.11,21.54,641.0,66.08,75.66,0.0,17.47,68.12,31.88,0.0,34.79,6.24,12.17,39.63,0.0,0.0,0.0,0.0,7.18,1446,67432.0,360610121006,1010550058.0,"450 WEST 46 STREET New York, NY 10036",-0.8
1764,1500000US360610121006,5.57,35.8,72.89,0.0,24.33,2.78,3.51,0.0,19.38,0.0,0.0,11.34,0.0,81525,6.19,7.11,21.54,641.0,66.08,75.66,0.0,17.47,68.12,31.88,0.0,34.79,6.24,12.17,39.63,0.0,0.0,0.0,0.0,7.18,1446,67432.0,360610121006,1010550063.0,"646 10 AVENUE New York, NY 10036",0.647058823529
1765,1500000US360610121006,5.57,35.8,72.89,0.0,24.33,2.78,3.51,0.0,19.38,0.0,0.0,11.34,0.0,81525,6.19,7.11,21.54,641.0,66.08,75.66,0.0,17.47,68.12,31.88,0.0,34.79,6.24,12.17,39.63,0.0,0.0,0.0,0.0,7.18,1446,67432.0,360610121006,1010550004.0,"642 10 AVENUE New York, NY 10036",0.75
1766,1500000US360610122001,47.14,61.7,100.0,0.0,0.0,0.0,2.01,0.0,17.77,0.0,0.0,0.0,0.0,163095,31.53,0.0,21.55,404.0,62.44,100.0,0.0,2.72,47.73,52.27,0.0,46.53,0.0,16.58,33.66,0.0,0.0,0.0,3.22,0.0,2000,275101.0,360610122001,1013810051.0,"785 MADISON AVENUE New York, NY 10065",0.25
1767,1500000US360610122001,47.14,61.7,100.0,0.0,0.0,0.0,2.01,0.0,17.77,0.0,0.0,0.0,0.0,163095,31.53,0.0,21.55,404.0,62.44,100.0,0.0,2.72,47.73,52.27,0.0,46.53,0.0,16.58,33.66,0.0,0.0,0.0,3.22,0.0,2000,275101.0,360610122001,1013810031.0,"61 EAST 66 STREET New York, NY 10065",0.5
1768,1500000US360610122001,47.14,61.7,100.0,0.0,0.0,0.0,2.01,0.0,17.77,0.0,0.0,0.0,0.0,163095,31.53,0.0,21.55,404.0,62.44,100.0,0.0,2.72,47.73,52.27,0.0,46.53,0.0,16.58,33.66,0.0,0.0,0.0,3.22,0.0,2000,275101.0,360610122001,1013810038.0,"650 PARK AVENUE New York, NY 10065",0.0
1769,1500000US360610122001,47.14,61.7,100.0,0.0,0.0,0.0,2.01,0.0,17.77,0.0,0.0,0.0,0.0,163095,31.53,0.0,21.55,404.0,62.44,100.0,0.0,2.72,47.73,52.27,0.0,46.53,0.0,16.58,33.66,0.0,0.0,0.0,3.22,0.0,2000,275101.0,360610122001,1013820031.0,"47 EAST 67 STREET New York, NY 10065",0.125
